metric,mean,std
accuracy,0.9381054857176725,0.0007209945259747177
precision_macro,0.9568964789801967,0.0009308075917506778
recall_macro,0.8066969261782975,0.002322281653329465
f1_macro,0.8604363535074813,0.0019610642301045498
negative_recall,0.6156855437472097,0.0046750262755811565
negative_f1,0.756322111642424,0.0035257060812438463
