prob_true,prob_pred
0.025740650801359885,0.0501684469368812
0.0706137968495383,0.1487960082305248
0.0998104864181933,0.2484946740307625
0.16928886091881687,0.35003113084211207
0.19783715012722647,0.4503267116732437
0.3331402085747393,0.5514851495735524
0.4918518518518519,0.6516680744955607
0.6599610642439974,0.7536196526717733
0.8641627078384798,0.859033887380553
0.9922343805153547,0.9732918771558703
