metric,mean,std
accuracy,0.9290319378726617,0.0004183563632674805
precision_macro,0.914141572741444,0.0014762459998772228
recall_macro,0.8020418704357548,0.0010887807297285332
f1_macro,0.8449692415334014,0.0009482338926915819
negative_recall,0.6174530708550873,0.0022893474575406665
negative_f1,0.7308101646590657,0.0016742268514527308
