metric,mean,std
accuracy,0.9654022144393387,0.0007292530523866219
precision_macro,0.9412859321858715,0.0015579324289503717
recall_macro,0.9254103016985502,0.0018845869233426954
f1_macro,0.9331154612109479,0.0014419298549919223
negative_recall,0.8672793212315504,0.0037907500509205597
negative_f1,0.8866452385751808,0.002458939826540915
