fpr,tpr
0.0,0.0
0.0,1.5022458575570477e-05
0.0,3.0044917151140955e-05
0.0,9.013475145342287e-05
0.0,0.00010515721002899334
0.0,0.00015022458575570478
0.0,0.00018026950290684574
0.0,0.0002553817957846981
0.0,0.0002854267129358391
0.0,0.000345516547238121
0.0,0.00037556146438926197
0.0,0.00040560638154040293
0.0,0.0004957411329938258
0.0,0.0006159208015983896
0.0,0.0007361004702029535
0.0,0.0007661453873540944
0.0,0.0008112127630808059
0.0,0.0008713025973830877
0.0,0.0009614373488365106
0.0,0.0010215271831387925
0.0,0.0011116619345922154
0.0,0.0012168191446212087
0.0,0.0012919314374990611
0.0,0.001382066188952484
0.0,0.0015473132332837593
0.0,0.0017576276533417458
0.0,0.0019078522390974506
0.0,0.002103144200579867
0.0,0.002163234034882149
0.0,0.002268391244911142
0.0,0.0024186158306668468
0.0,0.002643952709300404
0.0,0.0027190650021782564
0.0,0.002944401880811814
0.0,0.0031547163008698005
0.0,0.003395075638078928
0.0,0.0035753451409857736
0.0,0.00377063710246819
0.0,0.004056063815404029
0.0,0.004251355776886445
0.0,0.004852254119909264
0.0,0.005182748208571815
0.0,0.005498219838658795
0.0,0.005708534258716782
0.0,0.005963916054501479
0.0,0.0063995673531930235
0.0,0.0068502411104601375
0.0,0.007120645364820407
0.0,0.0074661619120585275
0.0,0.007796656000721078
0.0,0.008262352216563762
0.0,0.008667958598104165
0.0,0.009163699731097992
0.0,0.009524238736911684
0.0,0.010170204455661214
0.0,0.010876260008713026
0.0,0.011341956224555711
0.0,0.011852719816125108
0.0,0.012498685534874638
0.0,0.013054516502170745
0.0,0.013955864016704974
0.0,0.014676942028332357
0.0,0.015382997581384169
0.0,0.015818648880075715
0.0,0.016479637057400815
0.0,0.0169453332732435
0.0,0.01759129899199303
0.0,0.01816215241786471
0.0,0.01882314059518981
0.0,0.019589285982543902
0.0,0.020070004656962157
0.0,0.02080610512716511
0.0,0.021587272973094776
0.0,0.022233238691844306
0.0,0.022984361620622833
0.0,0.023780551925128065
0.0,0.024711944356813436
0.0,0.02573347153995223
0.0,0.026589751678759745
0.0,0.02734087460753827
0.0,0.02827226703922364
0.0,0.029263749305211292
0.0,0.030300298946925652
0.0,0.031081466792855318
0.0,0.03168236513587814
0.0,0.032478555440383375
0.0,0.03331981312061532
0.0,0.034176093259422835
0.0,0.03591869845418901
0.0,0.03898328000360539
0.0,0.040049874562470895
0.0,0.04125167124851653
0.0,0.043384860366247543
0.0,0.0444214100079619
0.0,0.045382847356798414
0.0,0.046419396998512774
0.0,0.04750101401595385
0.0,0.048672765784848346
0.0,0.05077590998542821
0.0,0.05173734733426472
0.0,0.05275887451740352
0.0,0.053615154656211035
0.0,0.05513242297234365
0.0,0.05612390523833131
0.0,0.05734072438295251
0.0,0.05813691468745775
0.0,0.05944386858353238
0.0,0.06069073264530473
0.0,0.06168221491129238
0.0,0.06288401159733802
0.0,0.06405576336623252
0.0,0.06515240284224916
0.0,0.06654949148977722
0.0,0.06773626571724728
0.0,0.06896810732044406
0.0,0.0703802184265477
0.0,0.0733246203073595
0.0,0.07476677633061427
0.0,0.07604368530953776
0.0,0.07721543707843226
0.0,0.07834212147160004
0.0,0.07997956945633722
0.0,0.08133159072813857
0.0,0.08266858954136434
8.126117341134406e-05,0.08403563327174125
8.126117341134406e-05,0.08531254225066474
8.126117341134406e-05,0.0866044736881638
8.126117341134406e-05,0.08794147250138958
8.126117341134406e-05,0.08918833656316193
8.126117341134406e-05,0.09049529045923656
8.126117341134406e-05,0.09177219943816005
0.00016252234682268812,0.09295897366563012
0.00016252234682268812,0.09438610723030931
0.00016252234682268812,0.09599351029789535
0.00016252234682268812,0.09721032944251656
0.00016252234682268812,0.09833701383568434
0.00016252234682268812,0.09974912494178798
0.00016252234682268812,0.10098096654498476
0.00016252234682268812,0.10228792044105939
0.00016252234682268812,0.10353478450283174
0.00016252234682268812,0.10491685069178422
0.00016252234682268812,0.10617873721213214
0.00016252234682268812,0.10793636486547388
0.00016252234682268812,0.10949870055733321
0.00016252234682268812,0.11070049724337885
0.00016252234682268812,0.11226283293523819
0.00016252234682268812,0.1134195622455571
0.00016252234682268812,0.11486171826881188
0.00016252234682268812,0.11642405396067121
0.00016252234682268812,0.11768594048101913
0.00016252234682268812,0.11929334354860517
0.00016252234682268812,0.12029984827316839
0.00016252234682268812,0.12195231871648114
0.00016252234682268812,0.1232442501539802
0.00016252234682268812,0.12470142863581053
0.00016252234682268812,0.12638394399627442
0.00016252234682268812,0.12773596526807576
