metric,mean,std
accuracy,0.9376666666666666,0.004982190504408877
precision_macro,0.8926576994471696,0.013238411050662775
recall_macro,0.8669307178949737,0.012142112085252317
f1_macro,0.8787900553405562,0.009450581327093555
negative_recall,0.7636201101337339,0.026464219591074624
negative_f1,0.7943186783244942,0.01613010322644703
